ue_id,loc_x,loc_y,tick,cell_lat,cell_lon,cell_id,cell_az_deg,cell_carrier_freq_mhz,distance_km,relative_bearing,cell_el_deg,cell_rxpower_dbm
29,-185.82307303752995,60.31726361174037,14,0.0,0.0,2,120,2100,16.403590441803065,243.30970016725735,0.0,-100.1975568671649
30,104.88301508879482,-22.285588280154315,14,0.0,0.0,2,120,2100,16.262124050977704,352.9799755313844,0.0,-100.1036385978983
31,184.85082454775852,89.0529409434813,14,0.0,0.0,2,120,2100,16.13039420566164,239.91990778195168,0.0,-100.05073667137705
0,51.237104345047385,-14.008231851445103,14,90.0,180.0,3,240,2100,16.26462397508148,68.76289565495262,0.0,-100.04990741528684
1,33.01224226963487,68.2477232607676,14,90.0,180.0,3,240,2100,14.699872682984452,86.9877577303651,0.0,-99.2283011086901
2,3.3771044342445293,-60.40869694281525,14,90.0,180.0,3,240,2100,16.633510135271493,116.62289556575547,0.0,-100.31481356909636
3,-74.17541766493552,-95.37971107938391,14,90.0,180.0,3,240,2100,16.78276773067786,14.175417664935509,0.0,-100.07427616829635
4,-180.60987777133437,-53.97023650335141,14,90.0,180.0,3,240,2100,16.58976048994442,300.60987777133437,0.0,-99.52515149497938
5,-17.703531584598494,-38.367835690119314,14,90.0,180.0,3,240,2100,16.47505376928432,137.70353158459847,0.0,-100.22333644368732
6,-96.24086863020999,28.921476546429233,14,90.0,180.0,3,240,2100,15.732314293443583,216.24086863021,0.0,-99.62631059081266
7,185.5843985336707,41.6871630380096,14,90.0,180.0,3,240,2100,15.497851327179882,294.41560146632924,0.0,-99.1709262818654
8,154.6999494571375,-16.563910747961586,14,90.0,180.0,3,240,2100,16.288898830664127,325.3000505428625,0.0,-99.2678986890047
9,81.87795434739655,-42.855202025826095,14,90.0,180.0,3,240,2100,16.509413736478653,38.12204565260345,0.0,-100.06738228983572
10,-86.07602650639083,-81.46186804522613,14,90.0,180.0,3,240,2100,16.764514790800817,206.0760265063908,0.0,-100.16779910801165
11,170.38061773685723,81.48561657350987,14,90.0,180.0,3,240,2100,13.761911796562122,309.61938226314277,0.0,-98.48335873523438
12,103.30156306584036,1.2748178507564347,14,90.0,180.0,3,240,2100,16.105697693026737,16.698436934159645,0.0,-99.77772208630353
13,54.274271126783646,-58.307346307684675,14,90.0,180.0,3,240,2100,16.619440685574794,65.72572887321633,0.0,-100.22315036863425
14,24.181885744844436,-80.79481001018334,14,90.0,180.0,3,240,2100,16.76061678741665,95.81811425515554,0.0,-100.36208371151756
15,-183.85443746841682,15.532281921929808,14,90.0,180.0,3,240,2100,15.930519678006206,303.8544374684168,0.0,-99.27753414066568
16,176.0291042224489,-70.66076841473419,14,90.0,180.0,3,240,2100,16.699449009795746,303.9708957775511,0.0,-99.53802606835217
17,0.8469210922018249,34.63502148994206,14,90.0,180.0,3,240,2100,15.634101239538579,119.15307890779815,0.0,-99.76946905093354
18,114.92293197380081,-51.25642398397218,14,90.0,180.0,3,240,2100,16.570730752404575,5.077068026199186,0.0,-99.9320319030014
19,-146.13840950249528,29.559978048419566,14,90.0,180.0,3,240,2100,15.721805489515393,266.1384095024953,0.0,-99.39823212834844
20,-11.432847134132828,44.279567004659754,14,90.0,180.0,3,240,2100,15.442699346236799,131.43284713413283,0.0,-99.65974140116202
21,-5.681739623883857,51.50044911668488,14,90.0,180.0,3,240,2100,15.270800649474575,125.68173962388386,0.0,-99.56554495065681
22,172.80817633415234,-88.2451670928775,14,90.0,180.0,3,240,2100,16.80331383652605,307.19182366584766,0.0,-99.54798108369124
23,11.887416134876247,81.33388484293596,14,90.0,180.0,3,240,2100,13.779575488478853,108.11258386512378,0.0,-98.70160252437755
24,2.619472896615491,-53.96769666418535,14,90.0,180.0,3,240,2100,16.5897428483716,117.38052710338451,0.0,-100.29227118318379
25,-68.47964394414477,-97.35193404448675,14,90.0,180.0,3,240,2100,16.771409113978635,8.479643944144726,0.0,-100.03738375519347
26,-80.39524642763679,13.013872751169131,14,90.0,180.0,3,240,2100,15.963779196992952,200.39524642763678,0.0,-99.8016114937959
27,1.9645229978556813,-20.322127681506117,14,90.0,180.0,3,240,2100,16.32355844146383,118.03547700214432,0.0,-100.15084301880094
28,-18.158911630869795,60.242467432881085,14,90.0,180.0,3,240,2100,15.01323643764108,138.1589116308698,0.0,-99.4159112809447
29,-185.82307303752995,60.31726361174037,14,90.0,180.0,3,240,2100,15.010719753344594,305.82307303753,0.0,-98.94490121828842
30,104.88301508879482,-22.285588280154315,14,90.0,180.0,3,240,2100,16.34119944147415,15.11698491120518,0.0,-99.88121217668747
31,184.85082454775852,89.0529409434813,14,90.0,180.0,3,240,2100,11.565769499556687,295.1491754522415,0.0,-97.54468075552508
0,46.47773504310146,-16.419693405687198,15,-90.0,-180.0,1,0,2100,15.91853137885553,226.47773504310146,0.0,-99.91124541622249
1,30.6368035538147,68.1803924944627,15,-90.0,-180.0,1,0,2100,16.683890003479057,210.6368035538147,0.0,-100.31770137213326
2,-0.8776017945332057,-62.76267766039391,15,-90.0,-180.0,1,0,2100,14.924742347706852,179.12239820546677,0.0,-99.38406097924714
3,-76.2184886545101,-95.82744975041953,15,-90.0,-180.0,1,0,2100,13.382734850870206,283.7815113454899,0.0,-98.46630284244695
4,-181.2024078995717,-55.498545345494314,15,-90.0,-180.0,1,0,2100,15.16115558770352,358.7975921004283,0.0,-99.3121168385016
5,-17.937070219868474,-38.49161193450544,15,-90.0,-180.0,1,0,2100,15.561898684152501,162.06292978013153,0.0,-99.7370437561505
6,-94.966633975172,28.353793294416192,15,-90.0,-180.0,1,0,2100,16.393832303127116,85.03336602482801,0.0,-100.07675485900593
7,187.45556393747484,42.06509117896405,15,-90.0,-180.0,1,0,2100,16.50344882434294,7.455563937474835,0.0,-99.90204274993211
8,157.25946554318614,-14.955275114738924,15,-90.0,-180.0,1,0,2100,15.938238227593935,337.2594655431861,0.0,-99.70857528610483
9,81.29328215318134,-43.03199886084557,15,-90.0,-180.0,1,0,2100,15.469620574562567,261.29328215318134,0.0,-99.63422474292203
10,-86.22071587761576,-81.12185379997426,15,-90.0,-180.0,1,0,2100,13.803747626069574,93.77928412238424,0.0,-98.71408208007037
11,167.8760591080636,81.6026868156797,15,-90.0,-180.0,1,0,2100,16.765335736998797,347.8760591080636,0.0,-100.02421507245904
12,102.82524118819902,1.0931722786416316,15,-90.0,-180.0,1,0,2100,16.132036792812293,282.825241188199,0.0,-99.93309992562999
13,56.46932989728825,-58.93938043996814,15,-90.0,-180.0,1,0,2100,15.056094894221427,236.46932989728822,0.0,-99.43704558563849
14,25.278020004623954,-81.21667773419293,15,-90.0,-180.0,1,0,2100,13.793009589299723,205.27802000462393,0.0,-98.71583948306244
15,-183.5115215556213,15.865197891736926,15,-90.0,-180.0,1,0,2100,16.28232049192977,356.4884784443787,0.0,-99.79814450167116
16,175.2872770778282,-69.4074918353643,15,-90.0,-180.0,1,0,2100,14.645081604840168,355.2872770778282,0.0,-99.08600980707072
17,2.1007053899035952,34.78754889791364,15,-90.0,-180.0,1,0,2100,16.44676659478453,182.10070538990357,0.0,-100.21048520536033
18,114.96232626037272,-50.76310108169454,15,-90.0,-180.0,1,0,2100,15.289771672221232,294.96232626037266,0.0,-99.49170008947873
19,-148.18822945882337,30.299954502764564,15,-90.0,-180.0,1,0,2100,16.410142159740435,31.811770541176656,0.0,-99.94297346775136
20,-9.875053171906018,44.576882843831044,15,-90.0,-180.0,1,0,2100,16.52228956242244,170.12494682809393,0.0,-100.2477625667521
21,-5.50726278820872,51.37431810737189,15,-90.0,-180.0,1,0,2100,16.57156501496123,174.49273721179134,0.0,-100.273525657088
22,172.53234016220694,-87.9840185244764,15,-90.0,-180.0,1,0,2100,12.32126445770901,352.53234016220694,0.0,-97.8999851973517
23,8.835790730207975,82.80224052304666,15,-90.0,-180.0,1,0,2100,16.772301714545836,188.83579073020798,0.0,-100.37278611156077
24,2.822864437577209,-54.04174613495948,15,-90.0,-180.0,1,0,2100,15.202512740830342,182.82286443757718,0.0,-99.54065944088411
25,-65.73710436247165,-96.86688259251244,15,-90.0,-180.0,1,0,2100,13.546865380620908,294.2628956375283,0.0,-98.56244226587987
26,-82.46904238432865,12.949464835053561,15,-90.0,-180.0,1,0,2100,16.254392162703674,97.53095761567135,0.0,-100.03365837899315
27,2.373663504280586,-20.04739410430794,15,-90.0,-180.0,1,0,2100,15.867971922811744,182.37366350428056,0.0,-99.90619197110423
28,-17.470892822356006,58.03264831777332,15,-90.0,-180.0,1,0,2100,16.617586747146508,162.52910717764394,0.0,-100.2930831459872
29,-189.54063164209734,59.57038476178994,15,-90.0,-180.0,1,0,2100,16.627920983465565,350.45936835790263,0.0,-99.959803700555
30,102.42036334452075,-21.013146944927257,15,-90.0,-180.0,1,0,2100,15.85406992151015,282.42036334452075,0.0,-99.79698505322412
31,185.50092317100774,90.43690685777739,15,-90.0,-180.0,1,0,2100,16.810680530310137,185.5009231710078,0.0,-100.3922196342738
0,46.47773504310146,-16.419693405687198,15,0.0,0.0,2,120,2100,15.504971106755379,352.11723974312713,0.0,-99.7054380962183
1,30.6368035538147,68.1803924944627,15,0.0,0.0,2,120,2100,15.887736471636984,251.53153066264662,0.0,-99.91889991992711
2,-0.8776017945332057,-62.76267766039391,15,0.0,0.0,2,120,2100,15.759569695967912,60.45172193589647,0.0,-99.84409975639637
3,-76.2184886545101,-95.82744975041953,15,0.0,0.0,2,120,2100,16.13524577813191,54.33920993948868,0.0,-100.04785620453865
4,-181.2024078995717,-55.498545345494314,15,0.0,0.0,2,120,2100,16.444401663855277,59.173680953456255,0.0,-100.21196965297824
5,-17.937070219868474,-38.49161193450544,15,0.0,0.0,2,120,2100,15.354733197823123,81.1709137316754,0.0,-99.62045178253986
6,-94.966633975172,28.353793294416192,15,0.0,0.0,2,120,2100,16.167372485978127,178.44396660903533,0.0,-100.06738401383063
7,187.45556393747484,42.06509117896405,15,0.0,0.0,2,120,2100,16.54305695156765,231.8180196165153,0.0,-100.27134949439949
8,157.25946554318614,-14.955275114738924,15,0.0,0.0,2,120,2100,16.650607465035563,4.644546379295946,0.0,-100.30346941706921
9,81.29328215318134,-43.03199886084557,15,0.0,0.0,2,120,2100,16.046760512348673,13.363391173557261,0.0,-99.99561273016116
10,-86.22071587761576,-81.12185379997426,15,0.0,0.0,2,120,2100,16.11346635495013,68.859146050612,0.0,-100.03673567944409
11,167.8760591080636,81.6026868156797,15,0.0,0.0,2,120,2100,16.207248825948938,241.7758318630527,0.0,-100.09234039524114
12,102.82524118819902,1.0931722786416316,15,0.0,0.0,2,120,2100,16.253161698809446,328.8788641144798,0.0,-100.10825821452592
13,56.46932989728825,-58.93938043996814,15,0.0,0.0,2,120,2100,15.916639026603065,33.340022948321916,0.0,-99.9281621467493
14,25.278020004623954,-81.21667773419293,15,0.0,0.0,2,120,2100,16.027646398082275,56.225236977657914,0.0,-99.99003783534403
15,-183.5115215556213,15.865197891736926,15,0.0,0.0,2,120,2100,16.718559439004764,252.16202177925572,0.0,-100.36206120624222
16,175.2872770778282,-69.4074918353643,15,0.0,0.0,2,120,2100,16.325348110430443,58.23186457612974,0.0,-100.14928082824409
17,2.1007053899035952,34.78754889791364,15,0.0,0.0,2,120,2100,15.171004604063599,243.02044240501095,0.0,-99.51752839633576
18,114.96232626037272,-50.76310108169454,15,0.0,0.0,2,120,2100,16.278697268324024,23.485018865531174,0.0,-100.12041763078062
19,-148.18822945882337,30.299954502764564,15,0.0,0.0,2,120,2100,16.54157552845074,197.94710199350732,0.0,-100.26936159602262
20,-9.875053171906018,44.576882843831044,15,0.0,0.0,2,120,2100,15.436369848973653,230.1264631748906,0.0,-99.66811744677503
21,-5.50726278820872,51.37431810737189,15,0.0,0.0,2,120,2100,15.563391341645271,235.61492151465973,0.0,-99.73906514268374
22,172.53234016220694,-87.9840185244764,15,0.0,0.0,2,120,2100,16.141930294387233,59.73788347696427,0.0,-100.0517024011879
23,8.835790730207975,82.80224052304666,15,0.0,0.0,2,120,2100,16.037645492077115,241.11131188966476,0.0,-100.00042674694551
24,2.822864437577209,-54.04174613495948,15,0.0,0.0,2,120,2100,15.610843364648517,57.953908300437774,0.0,-99.76176815453562
25,-65.73710436247165,-96.86688259251244,15,0.0,0.0,2,120,2100,16.15077459777509,53.73461780054731,0.0,-100.05613179830732
26,-82.46904238432865,12.949464835053561,15,0.0,0.0,2,120,2100,16.034909564356926,163.05829074055083,0.0,-99.99515912979547
27,2.373663504280586,-20.04739410430794,15,0.0,0.0,2,120,2100,14.624929831189055,53.52473015605301,0.0,-99.19130197244036
28,-17.470892822356006,58.03264831777332,15,0.0,0.0,2,120,2100,15.708946416148907,229.3880231857188,0.0,-99.81965968507954
29,-189.54063164209734,59.57038476178994,15,0.0,0.0,2,120,2100,16.40735569384087,245.56069916736965,0.0,-100.19956775910869
30,102.42036334452075,-21.013146944927257,15,0.0,0.0,2,120,2100,16.241025399414006,351.4713483411498,0.0,-100.09383497709125
31,185.50092317100774,90.43690685777739,15,0.0,0.0,2,120,2100,16.115119734800118,240.04188347810913,0.0,-100.04246107760838
0,46.47773504310146,-16.419693405687198,15,90.0,180.0,3,240,2100,16.287544572877728,73.52226495689854,0.0,-100.07406481130673
1,30.6368035538147,68.1803924944627,15,90.0,180.0,3,240,2100,14.70296324440045,89.36319644618527,0.0,-99.23225216973539
2,-0.8776017945332057,-62.76267766039391,15,90.0,180.0,3,240,2100,16.649039489837367,120.87760179453318,0.0,-100.32311514578454
3,-76.2184886545101,-95.82744975041953,15,90.0,180.0,3,240,2100,16.780200367798674,16.218488654509997,0.0,-100.08441017974624
4,-181.2024078995717,-55.498545345494314,15,90.0,180.0,3,240,2100,16.60031999096158,301.20240789957165,0.0,-99.52466001413269
5,-17.937070219868474,-38.49161193450544,15,90.0,180.0,3,240,2100,16.476017535627772,137.93707021986847,0.0,-100.22361049987961
6,-94.966633975172,28.353793294416192,15,90.0,180.0,3,240,2100,15.741565684211867,214.966633975172,0.0,-99.63577412530505
7,187.45556393747484,42.06509117896405,15,90.0,180.0,3,240,2100,15.489998052078429,292.54443606252516,0.0,-99.17703439773783
8,157.25946554318614,-14.955275114738924,15,90.0,180.0,3,240,2100,16.273688234001714,322.74053445681386,0.0,-99.2791410605533
9,81.29328215318134,-43.03199886084557,15,90.0,180.0,3,240,2100,16.510743600033873,38.70671784681866,0.0,-100.07051219358159
10,-86.22071587761576,-81.12185379997426,15,90.0,180.0,3,240,2100,16.762529790829227,206.22071587761582,0.0,-100.16622353772536
11,167.8760591080636,81.6026868156797,15,90.0,180.0,3,240,2100,13.748066705729363,312.1239408919364,0.0,-98.47394879844748
12,102.82524118819902,1.0931722786416316,15,90.0,180.0,3,240,2100,16.107742883161,17.174758811800984,0.0,-99.7808712043212
13,56.46932989728825,-58.93938043996814,15,90.0,180.0,3,240,2100,16.623693281076868,63.530670102711724,0.0,-100.21841051116836
14,25.278020004623954,-81.21667773419293,15,90.0,180.0,3,240,2100,16.763083768386135,94.72197999537605,0.0,-100.36167818925517
15,-183.5115215556213,15.865197891736926,15,90.0,180.0,3,240,2100,15.926039047582053,303.51152155562124,0.0,-99.27789011033241
16,175.2872770778282,-69.4074918353643,15,90.0,180.0,3,240,2100,16.691617662111838,304.7127229221718,0.0,-99.53037575434972
17,2.1007053899035952,34.78754889791364,15,90.0,180.0,3,240,2100,15.631342494278165,117.89929461009638,0.0,-99.76783887166428
18,114.96232626037272,-50.76310108169454,15,90.0,180.0,3,240,2100,16.56723224729997,5.03767373962728,0.0,-99.93028542682399
19,-148.18822945882337,30.299954502764564,15,90.0,180.0,3,240,2100,15.709486773252953,268.18822945882334,0.0,-99.38294363567309
20,-9.875053171906018,44.576882843831044,15,90.0,180.0,3,240,2100,15.436175201968572,129.87505317190602,0.0,-99.65677229053266
21,-5.50726278820872,51.37431810737189,15,90.0,180.0,3,240,2100,15.274071462095526,125.50726278820872,0.0,-99.56741682523956
22,172.53234016220694,-87.9840185244764,15,90.0,180.0,3,240,2100,16.80184765344754,307.467659837793,0.0,-99.54556918694361
23,8.835790730207975,82.80224052304666,15,90.0,180.0,3,240,2100,13.593924882177392,111.16420926979202,0.0,-98.58742525377183
24,2.822864437577209,-54.04174613495948,15,90.0,180.0,3,240,2100,16.590257063926945,117.17713556242279,0.0,-100.29251388977475
25,-65.73710436247165,-96.86688259251244,15,90.0,180.0,3,240,2100,16.774214655565427,5.7371043624716265,0.0,-100.02273135604192
26,-82.46904238432865,12.949464835053561,15,90.0,180.0,3,240,2100,15.964615464299028,202.46904238432865,0.0,-99.79446884107955
27,2.373663504280586,-20.04739410430794,15,90.0,180.0,3,240,2100,16.321065050409498,117.62633649571939,0.0,-100.14944138823817
28,-17.470892822356006,58.03264831777332,15,90.0,180.0,3,240,2100,15.084869243346313,137.470892822356,0.0,-99.45643721396969
29,-189.54063164209734,59.57038476178994,15,90.0,180.0,3,240,2100,15.035570455166054,309.5406316420973,0.0,-98.93857314956796
30,102.42036334452075,-21.013146944927257,15,90.0,180.0,3,240,2100,16.32980255644886,17.57963665547925,0.0,-99.88792807031473
31,185.50092317100774,90.43690685777739,15,90.0,180.0,3,240,2100,10.79213915428706,114.49907682899232,0.0,-96.64535575339418
0,44.35048558059705,-16.939639549611897,16,-90.0,-180.0,1,0,2100,15.911439918217035,224.35048558059702,0.0,-99.90942238407304
1,30.45805497705598,68.28517436455348,16,-90.0,-180.0,1,0,2100,16.68455220422975,210.45805497705598,0.0,-100.3181826526207
2,-0.6140190756375432,-62.975436755746536,16,-90.0,-180.0,1,0,2100,14.916900374913423,179.38598092436246,0.0,-99.3795981965453
3,-78.46781983670088,-95.63029129953634,16,-90.0,-180.0,1,0,2100,13.348316617202405,281.5321801632991,0.0,-98.44551298381472
4,-181.30342384973068,-56.273530731934635,16,-90.0,-180.0,1,0,2100,15.138437073923988,358.6965761502693,0.0,-99.30227975702321
5,-19.7795608909737,-37.91800872497356,16,-90.0,-180.0,1,0,2100,15.572973244863508,160.2204391090263,0.0,-99.74247639195583
6,-94.84005622322162,28.269946330862297,16,-90.0,-180.0,1,0,2100,16.393123608717758,85.15994377677839,0.0,-100.07668193771995
7,187.69056688318557,42.20440372650344,16,-90.0,-180.0,1,0,2100,16.504503146189833,7.690566883185568,0.0,-99.90328970392233
8,157.31129404943562,-14.840990071501537,16,-90.0,-180.0,1,0,2100,15.93975996141451,337.31129404943556,0.0,-99.70909302723527
9,77.7845300830283,-44.07042952879269,16,-90.0,-180.0,1,0,2100,15.44726318235163,257.7845300830283,0.0,-99.62696907496725
10,-86.17015583363103,-81.13638652244381,16,-90.0,-180.0,1,0,2100,13.802109376959312,93.82984416636901,0.0,-98.71314139548126
11,166.7792726966103,80.6197825704892,16,-90.0,-180.0,1,0,2100,16.759591480065293,346.7792726966103,0.0,-100.0259797675797
12,102.33523969252701,1.1620644083755707,16,-90.0,-180.0,1,0,2100,16.13279278893593,282.335239692527,0.0,-99.93450730644935
13,56.40496203447532,-58.92193767665626,16,-90.0,-180.0,1,0,2100,15.056656308084678,236.4049620344753,0.0,-99.43741019206838
14,25.931007311635483,-80.49798963511411,16,-90.0,-180.0,1,0,2100,13.871658179259745,205.93100731163545,0.0,-98.76382898136433
15,-181.57095043789755,15.66577113409464,16,-90.0,-180.0,1,0,2100,16.280434935401495,358.4290495621024,0.0,-99.79093258648798
16,175.544840253894,-69.10929246239613,16,-90.0,-180.0,1,0,2100,14.659458714968506,355.544840253894,0.0,-99.09223728489322
17,1.9367778740243011,36.729098697223264,16,-90.0,-180.0,1,0,2100,16.46220563824616,181.93677787402427,0.0,-100.21835341211732
18,112.05630341810718,-49.69005164968564,16,-90.0,-180.0,1,0,2100,15.316752358954178,292.0563034181072,0.0,-99.51002520864492
19,-148.54658146490698,30.389849330640573,16,-90.0,-180.0,1,0,2100,16.410889136337815,31.45341853509302,0.0,-99.9421932099914
20,-11.889096216038695,44.88382853777304,16,-90.0,-180.0,1,0,2100,16.52456778550486,168.11090378396125,0.0,-100.24836052129712
21,-5.1613010357293945,50.740874570800344,16,-90.0,-180.0,1,0,2100,16.567074334720083,174.83869896427063,0.0,-100.27130884999428
22,173.33443321617142,-87.39668911753145,16,-90.0,-180.0,1,0,2100,12.576941342217914,353.3344332161714,0.0,-98.0467137629316
23,8.88774931130169,82.72233399027576,16,-90.0,-180.0,1,0,2100,16.771839191553642,188.8877493113017,0.0,-100.37253817918844
24,3.006653368492863,-54.44791686128779,16,-90.0,-180.0,1,0,2100,15.191152844926524,183.00665336849283,0.0,-99.53428612048967
25,-63.953209927072706,-97.08814646557664,16,-90.0,-180.0,1,0,2100,13.578578984608427,296.04679007292725,0.0,-98.58046111564495
26,-85.23419900121188,15.318632859465552,16,-90.0,-180.0,1,0,2100,16.27714427929854,94.76580099878811,0.0,-100.03976189062948
27,-1.1240425908332838,-22.453047366548603,16,-90.0,-180.0,1,0,2100,15.832976923910985,178.87595740916674,0.0,-99.8873709871934
28,-17.776326906569864,58.653562942283486,16,-90.0,-180.0,1,0,2100,16.621772418538512,162.22367309343008,0.0,-100.29501556006561
29,-189.8368918222748,59.63680038562407,16,-90.0,-180.0,1,0,2100,16.628364927489862,350.1631081777252,0.0,-99.96102877815942
30,101.40738410265209,-20.724808709875504,16,-90.0,-180.0,1,0,2100,15.858240822019445,281.4073841026521,0.0,-99.8009884318243
31,186.57389188324066,90.46297456737082,16,-90.0,-180.0,1,0,2100,16.810535346797305,186.57389188324066,0.0,-100.39196440977288
0,44.35048558059705,-16.939639549611897,16,0.0,0.0,2,120,2100,15.4668690381027,353.5430949970986,0.0,-99.68427147270187
1,30.45805497705598,68.28517436455348,16,0.0,0.0,2,120,2100,15.888477399657367,251.41318872248303,0.0,-99.9193054428347
2,-0.6140190756375432,-62.975436755746536,16,0.0,0.0,2,120,2100,15.762925387795661,60.31318088021936,0.0,-99.84593506110183
3,-78.46781983670088,-95.63029129953634,16,0.0,0.0,2,120,2100,16.132373613738256,54.48266129011381,0.0,-100.04631354523042
4,-181.30342384973068,-56.273530731934635,16,0.0,0.0,2,120,2100,16.438147158862584,59.12999603050821,0.0,-100.20869202452933
5,-19.7795608909737,-37.91800872497356,16,0.0,0.0,2,120,2100,15.359446573558484,83.4808534076152,0.0,-99.6232862622444
6,-94.84005622322162,28.269946330862297,16,0.0,0.0,2,120,2100,16.166228077422282,178.35540755020827,0.0,-100.06675900687513
7,187.69056688318557,42.20440372650344,16,0.0,0.0,2,120,2100,16.541815057554196,231.6058153015718,0.0,-100.27069104225573
8,157.31129404943562,-14.840990071501537,16,0.0,0.0,2,120,2100,16.65127710362475,4.487488844666473,0.0,-100.30372234630539
9,77.7845300830283,-44.07042952879269,16,0.0,0.0,2,120,2100,16.017756122756566,14.726348652649222,0.0,-99.9803011049135
10,-86.17015583363103,-81.13638652244381,16,0.0,0.0,2,120,2100,16.113389999912517,68.84413263086745,0.0,-100.0367043245801
11,166.7792726966103,80.6197825704892,16,0.0,0.0,2,120,2100,16.21658051206137,242.1636296650293,0.0,-100.097386438019
12,102.33523969252701,1.1620644083755707,16,0.0,0.0,2,120,2100,16.24838283436226,328.8104824432166,0.0,-100.10582925772894
13,56.40496203447532,-58.92193767665626,16,0.0,0.0,2,120,2100,15.916128297829795,33.341324606281205,0.0,-99.92789249491899
14,25.931007311635483,-80.49798963511411,16,0.0,0.0,2,120,2100,16.020293005474432,55.81382736133469,0.0,-99.98604740632042
15,-181.57095043789755,15.66577113409464,16,0.0,0.0,2,120,2100,16.72158995699717,245.5832366995325,0.0,-100.36419124666917
16,175.544840253894,-69.10929246239613,16,0.0,0.0,2,120,2100,16.328103098117726,58.30177826732904,0.0,-100.1507440552302
17,1.9367778740243011,36.729098697223264,16,0.0,0.0,2,120,2100,15.224916397298294,242.59336790272812,0.0,-99.54832723406945
18,112.05630341810718,-49.69005164968564,16,0.0,0.0,2,120,2100,16.26511748136611,21.82297784942142,0.0,-100.1129718957455
19,-148.54658146490698,30.389849330640573,16,0.0,0.0,2,120,2100,16.542902028935977,198.33870191380487,0.0,-100.2700932095157
20,-11.889096216038695,44.88382853777304,16,0.0,0.0,2,120,2100,15.451074298008393,228.312908543567,0.0,-99.67637004697679
21,-5.1613010357293945,50.740874570800344,16,0.0,0.0,2,120,2100,15.550615724394833,235.79493836062966,0.0,-99.73194967888263
22,173.33443321617142,-87.39668911753145,16,0.0,0.0,2,120,2100,16.14828866131966,59.69761838183058,0.0,-100.05511381038983
23,8.88774931130169,82.72233399027576,16,0.0,0.0,2,120,2100,16.036704972660257,241.13033271779693,0.0,-99.99991252717611
24,3.006653368492863,-54.44791686128779,16,0.0,0.0,2,120,2100,15.618432925224088,57.853239817925896,0.0,-99.76598224825565
25,-63.953209927072706,-97.08814646557664,16,0.0,0.0,2,120,2100,16.153892872897,53.625499840674024,0.0,-100.05779778674724
26,-85.23419900121188,15.318632859465552,16,0.0,0.0,2,120,2100,16.067545611733113,165.36926986591976,0.0,-100.01288298924598
27,-1.1240425908332838,-22.453047366548603,16,0.0,0.0,2,120,2100,14.732767459016191,62.71776657725792,0.0,-99.25834703294464
28,-17.776326906569864,58.653562942283486,16,0.0,0.0,2,120,2100,15.71957838923989,229.46530066788182,0.0,-99.8255334962667
29,-189.8368918222748,59.63680038562407,16,0.0,0.0,2,120,2100,16.406569674925226,245.71547770369034,0.0,-100.19915387490404
30,101.40738410265209,-20.724808709875504,16,0.0,0.0,2,120,2100,16.231905147708943,351.106007024025,0.0,-100.0894369348358
31,186.57389188324066,90.46297456737082,16,0.0,0.0,2,120,2100,16.11484017005112,240.0530045437955,0.0,-100.04231057426124
0,44.35048558059705,-16.939639549611897,16,90.0,180.0,3,240,2100,16.292418483216835,75.64951441940292,0.0,-100.081706023812
1,30.45805497705598,68.28517436455348,16,90.0,180.0,3,240,2100,14.69814949024662,89.54194502294399,0.0,-99.22970981819512
2,-0.6140190756375432,-62.975436755746536,16,90.0,180.0,3,240,2100,16.650431263431575,120.61401907563754,0.0,-100.32383922044755
3,-78.46781983670088,-95.63029129953634,16,90.0,180.0,3,240,2100,16.781331699547902,18.46781983670087,0.0,-100.0970845201815
4,-181.30342384973068,-56.273530731934635,16,90.0,180.0,3,240,2100,16.605632268761866,301.3034238497306,0.0,-99.5257360133526
5,-19.7795608909737,-37.91800872497356,16,90.0,180.0,3,240,2100,16.471543412350183,139.7795608909737,0.0,-100.21929032256058
6,-94.84005622322162,28.269946330862297,16,90.0,180.0,3,240,2100,15.742924891631475,214.8400562232216,0.0,-99.6369350718318
7,187.69056688318557,42.20440372650344,16,90.0,180.0,3,240,2100,15.487087535318901,292.3094331168145,0.0,-99.17708091650108
8,157.31129404943562,-14.840990071501537,16,90.0,180.0,3,240,2100,16.272598748022034,322.6887059505644,0.0,-99.27912589139136
9,77.7845300830283,-44.07042952879269,16,90.0,180.0,3,240,2100,16.51851916266173,42.2154699169717,0.0,-100.08891845467328
10,-86.17015583363103,-81.13638652244381,16,90.0,180.0,3,240,2100,16.762614713381872,206.17015583363104,0.0,-100.16649860519512
11,166.7792726966103,80.6197825704892,16,90.0,180.0,3,240,2100,13.85875774082762,313.2207273033897,0.0,-98.51281168568569
12,102.33523969252701,1.1620644083755707,16,90.0,180.0,3,240,2100,16.10696770278509,17.66476030747299,0.0,-99.78272892101948
13,56.40496203447532,-58.92193767665626,16,90.0,180.0,3,240,2100,16.62357616105343,63.59503796552468,0.0,-100.21855916895532
14,25.931007311635483,-80.49798963511411,16,90.0,180.0,3,240,2100,16.75887739863032,94.06899268836452,0.0,-100.35858469149794
15,-181.57095043789755,15.66577113409464,16,90.0,180.0,3,240,2100,15.928725491376278,301.5709504378975,0.0,-99.28974834985557
16,175.544840253894,-69.10929246239613,16,90.0,180.0,3,240,2100,16.689745236808232,304.455159746106,0.0,-99.53156097153557
